y,fzone,punt,kick,gofor
1,1,0.004,0,0.996
1,2,0.6175,0,0.3825
1,3,1,0,0
1,4,1,0,0
2,1,0.0045,0,0.9955
2,2,0.6045,0,0.3955
2,3,1,0,0
2,4,1,0,0
3,1,0.022,0,0.978
3,2,0.9055,0,0.0945
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.3445,0,0.6555
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6905,0,0.3095
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.03,0.97
6,3,0.011,0.092,0.897
6,4,0.6915,0.162,0.1465
7,1,0,0.273,0.727
7,2,0,0.9825,0.0175
7,3,0,1,0
7,4,0,1,0
8,1,0,0.047,0.953
8,2,0,0.947,0.053
8,3,0,1,0
8,4,0,1,0
9,1,0,0.622,0.378
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.014,0.986
10,2,0,0.7475,0.2525
10,3,0,0.9955,0.0045
10,4,0,0.9995,0.0005
