y,fzone,punt,kick,gofor
1,1,0.8105,0,0.1895
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.7195,0,0.2805
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.909,0,0.091
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.598,0,0.402
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.012,0,0.988
5,2,0.8235,0,0.1765
5,3,1,0,0
5,4,1,0,0
6,1,0,0.014,0.986
6,2,0.0145,0.037,0.9485
6,3,0.915,0.059,0.026
6,4,0.9405,0.0595,0
7,1,0,0.8345,0.1655
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8135,0.1865
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.994,0.006
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.5455,0.4545
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
