y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.007,0,0.993
1,3,0.741,0,0.259
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.0525,0,0.9475
2,3,0.972,0,0.028
2,4,1,0,0
3,1,0,0,1
3,2,0.0785,0,0.9215
3,3,0.9945,0,0.0055
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.6,0,0.4
4,4,0.9975,0,0.0025
5,1,0,0,1
5,2,0,0,1
5,3,0.0045,0,0.9955
5,4,0.71,0,0.29
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0825,0.9175
6,4,0.0415,0.2135,0.745
7,1,0,0.0085,0.9915
7,2,0,0.6385,0.3615
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0055,0.9945
8,3,0,0.95,0.05
8,4,0,1,0
9,1,0,0.002,0.998
9,2,0,0.6065,0.3935
9,3,0,0.9885,0.0115
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.003,0.997
10,3,0,0.628,0.372
10,4,0,0.957,0.043
