y,fzone,punt,kick,gofor
1,1,0.979,0,0.021
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.963,0,0.037
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.996,0,0.004
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.944,0,0.056
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.2875,0,0.7125
5,2,0.991,0,0.009
5,3,1,0,0
5,4,1,0,0
6,1,0.002,0.014,0.984
6,2,0.496,0.0315,0.4725
6,3,0.9605,0.0365,0.003
6,4,0.962,0.0365,0.0015
7,1,0,0.9155,0.0845
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.945,0.055
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9995,0.0005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.8655,0.1345
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
