y,fzone,punt,kick,gofor
1,1,0.7085,0,0.2915
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.6085,0,0.3915
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.88,0,0.12
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.504,0,0.496
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0065,0,0.9935
5,2,0.746,0,0.254
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.005,0.0345,0.9605
6,3,0.8805,0.062,0.0575
6,4,0.9375,0.0625,0
7,1,0,0.749,0.251
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.658,0.342
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.986,0.014
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.372,0.628
10,2,0,0.9965,0.0035
10,3,0,1,0
10,4,0,1,0
