y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0,0,1
1,3,0.038,0,0.962
1,4,0.628,0,0.372
2,1,0,0,1
2,2,0,0,1
2,3,0.048,0,0.952
2,4,0.842,0,0.158
3,1,0,0,1
3,2,0,0,1
3,3,0.059,0,0.941
3,4,0.9045,0,0.0955
4,1,0,0,1
4,2,0,0,1
4,3,0.001,0,0.999
4,4,0.4925,0,0.5075
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.1415,0,0.8585
6,1,0,0.0085,0.9915
6,2,0,0.0255,0.9745
6,3,0,0.0845,0.9155
6,4,0.001,0.221,0.778
7,1,0,0.0045,0.9955
7,2,0,0.479,0.521
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0,1
8,3,0,0.755,0.245
8,4,0,0.9985,0.0015
9,1,0,0.0005,0.9995
9,2,0,0.3555,0.6445
9,3,0,0.969,0.031
9,4,0,0.9975,0.0025
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.448,0.552
10,4,0,0.9095,0.0905
