y,fzone,punt,kick,gofor
1,1,0.056,0,0.944
1,2,0.8835,0,0.1165
1,3,1,0,0
1,4,1,0,0
2,1,0.035,0,0.965
2,2,0.8925,0,0.1075
2,3,1,0,0
2,4,1,0,0
3,1,0.1225,0,0.8775
3,2,0.9865,0,0.0135
3,3,1,0,0
3,4,1,0,0
4,1,0.003,0,0.997
4,2,0.6645,0,0.3355
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.8735,0,0.1265
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.03,0.97
6,3,0.035,0.0935,0.8715
6,4,0.7765,0.152,0.0715
7,1,0,0.2975,0.7025
7,2,0,0.9865,0.0135
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0325,0.9675
8,2,0,0.928,0.072
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5705,0.4295
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.003,0.997
10,2,0,0.6525,0.3475
10,3,0,0.994,0.006
10,4,0,1,0
