y,fzone,punt,kick,gofor
1,1,0.0085,0,0.9915
1,2,0.684,0,0.316
1,3,1,0,0
1,4,1,0,0
2,1,0.0065,0,0.9935
2,2,0.6465,0,0.3535
2,3,1,0,0
2,4,1,0,0
3,1,0.022,0,0.978
3,2,0.8985,0,0.1015
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.21,0,0.79
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.4895,0,0.5105
5,4,0.997,0,0.003
6,1,0,0.0095,0.9905
6,2,0,0.027,0.973
6,3,0.0015,0.0885,0.91
6,4,0.5165,0.1845,0.299
7,1,0,0.1395,0.8605
7,2,0,0.959,0.041
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.628,0.372
8,3,0,1,0
8,4,0,1,0
9,1,0,0.2315,0.7685
9,2,0,0.9895,0.0105
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.293,0.707
10,3,0,0.9635,0.0365
10,4,0,0.9975,0.0025
