y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.4115,0,0.5885
1,3,0.9985,0,0.0015
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.359,0,0.641
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.636,0,0.364
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.021,0,0.979
4,3,0.9805,0,0.0195
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.149,0,0.851
5,4,0.974,0,0.026
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0,0.0845,0.9155
6,4,0.222,0.207,0.571
7,1,0,0.0505,0.9495
7,2,0,0.8795,0.1205
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.2125,0.7875
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.0525,0.9475
9,2,0,0.927,0.073
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0765,0.9235
10,3,0,0.8905,0.1095
10,4,0,0.9875,0.0125
