y,fzone,punt,kick,gofor
1,1,0.5745,0,0.4255
1,2,0.9995,0,0.0005
1,3,1,0,0
1,4,1,0,0
2,1,0.452,0,0.548
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.7775,0,0.2225
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.324,0,0.676
4,2,0.9985,0,0.0015
4,3,1,0,0
4,4,1,0,0
5,1,0.001,0,0.999
5,2,0.5135,0,0.4865
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0115,0.9885
6,2,0.0005,0.034,0.9655
6,3,0.7665,0.0715,0.162
6,4,0.928,0.072,0
7,1,0,0.647,0.353
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.4785,0.5215
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.958,0.042
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.206,0.794
10,2,0,0.9865,0.0135
10,3,0,1,0
10,4,0,1,0
