y,fzone,punt,kick,gofor
1,1,0.8495,0,0.1505
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.7855,0,0.2145
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.95,0,0.05
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7085,0,0.2915
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.027,0,0.973
5,2,0.8965,0,0.1035
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.04,0.0365,0.9235
6,3,0.9355,0.0545,0.01
6,4,0.9455,0.0545,0
7,1,0,0.8295,0.1705
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8155,0.1845
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9945,0.0055
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.558,0.442
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
