y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.2325,0,0.7675
1,3,0.9915,0,0.0085
1,4,1,0,0
2,1,0,0,1
2,2,0.2035,0,0.7965
2,3,0.9975,0,0.0025
2,4,1,0,0
3,1,0.0005,0,0.9995
3,2,0.396,0,0.604
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.887,0,0.113
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.027,0,0.973
5,4,0.8885,0,0.1115
6,1,0,0.0085,0.9915
6,2,0,0.0255,0.9745
6,3,0,0.084,0.916
6,4,0.0935,0.215,0.6915
7,1,0,0.023,0.977
7,2,0,0.7875,0.2125
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0335,0.9665
8,3,0,0.9875,0.0125
8,4,0,1,0
9,1,0,0.0065,0.9935
9,2,0,0.777,0.223
9,3,0,0.996,0.004
9,4,0,1,0
10,1,0,0,1
10,2,0,0.015,0.985
10,3,0,0.7425,0.2575
10,4,0,0.9715,0.0285
