y,fzone,punt,kick,gofor
1,1,0.0055,0,0.9945
1,2,0.632,0,0.368
1,3,1,0,0
1,4,1,0,0
2,1,0.0035,0,0.9965
2,2,0.5835,0,0.4165
2,3,1,0,0
2,4,1,0,0
3,1,0.016,0,0.984
3,2,0.844,0,0.156
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1425,0,0.8575
4,3,0.998,0,0.002
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.3975,0,0.6025
5,4,0.9955,0,0.0045
6,1,0,0.0095,0.9905
6,2,0,0.0255,0.9745
6,3,0.001,0.087,0.912
6,4,0.445,0.192,0.363
7,1,0,0.113,0.887
7,2,0,0.942,0.058
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.523,0.477
8,3,0,1,0
8,4,0,1,0
9,1,0,0.1755,0.8245
9,2,0,0.9825,0.0175
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2185,0.7815
10,3,0,0.9525,0.0475
10,4,0,0.9965,0.0035
