y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.3965,0,0.6035
1,3,0.9985,0,0.0015
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.342,0,0.658
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0035,0,0.9965
3,2,0.611,0,0.389
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.0185,0,0.9815
4,3,0.978,0,0.022
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.134,0,0.866
5,4,0.973,0,0.027
6,1,0,0.009,0.991
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.2025,0.207,0.5905
7,1,0,0.0465,0.9535
7,2,0,0.874,0.126
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.195,0.805
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.0455,0.9545
9,2,0,0.9235,0.0765
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0695,0.9305
10,3,0,0.882,0.118
10,4,0,0.9865,0.0135
