y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0075,0,0.9925
1,3,0.742,0,0.258
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.0525,0,0.9475
2,3,0.972,0,0.028
2,4,1,0,0
3,1,0,0,1
3,2,0.078,0,0.922
3,3,0.9945,0,0.0055
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.591,0,0.409
4,4,0.9975,0,0.0025
5,1,0,0,1
5,2,0,0,1
5,3,0.0045,0,0.9955
5,4,0.704,0,0.296
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0825,0.9175
6,4,0.04,0.214,0.746
7,1,0,0.0085,0.9915
7,2,0,0.632,0.368
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0055,0.9945
8,3,0,0.945,0.055
8,4,0,1,0
9,1,0,0.0005,0.9995
9,2,0,0.6005,0.3995
9,3,0,0.9885,0.0115
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.0025,0.9975
10,3,0,0.618,0.382
10,4,0,0.955,0.045
