y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.005,0,0.995
1,3,0.7375,0,0.2625
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.05,0,0.95
2,3,0.972,0,0.028
2,4,1,0,0
3,1,0,0,1
3,2,0.0835,0,0.9165
3,3,0.995,0,0.005
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.625,0,0.375
4,4,0.998,0,0.002
5,1,0,0,1
5,2,0,0,1
5,3,0.005,0,0.995
5,4,0.7235,0,0.2765
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.082,0.918
6,4,0.0465,0.2125,0.741
7,1,0,0.009,0.991
7,2,0,0.6505,0.3495
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.007,0.993
8,3,0,0.9555,0.0445
8,4,0,1,0
9,1,0,0.0025,0.9975
9,2,0,0.6385,0.3615
9,3,0,0.989,0.011
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.0035,0.9965
10,3,0,0.6475,0.3525
10,4,0,0.958,0.042
