y,fzone,punt,kick,gofor
1,1,0.981,0,0.019
1,2,0.983,0,0.017
1,3,0.9865,0,0.0135
1,4,0.991,0,0.009
2,1,0.987,0,0.013
2,2,0.9875,0,0.0125
2,3,0.988,0,0.012
2,4,0.9925,0,0.0075
3,1,0.9875,0,0.0125
3,2,0.9885,0,0.0115
3,3,0.991,0,0.009
3,4,0.9985,0,0.0015
4,1,0.985,0,0.015
4,2,0.987,0,0.013
4,3,0.9895,0,0.0105
4,4,0.997,0,0.003
5,1,0.839,0,0.161
5,2,0.9905,0,0.0095
5,3,0.992,0,0.008
5,4,0.994,0,0.006
6,1,0.1675,0.0165,0.816
6,2,0.9595,0.0225,0.018
6,3,0.9725,0.0225,0.005
6,4,0.9725,0.0225,0.005
7,1,0,0.953,0.047
7,2,0.0015,0.978,0.0205
7,3,0.015,0.985,0
7,4,0.015,0.985,0
8,1,0,0.9655,0.0345
8,2,0,0.976,0.024
8,3,0,0.9835,0.0165
8,4,0,0.9985,0.0015
9,1,0,0.9725,0.0275
9,2,0,0.9825,0.0175
9,3,0,0.9915,0.0085
9,4,0,0.9975,0.0025
10,1,0,0.9685,0.0315
10,2,0,0.9755,0.0245
10,3,0,0.977,0.023
10,4,0,0.9795,0.0205
