y,fzone,punt,kick,gofor
1,1,0.944,0,0.056
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9065,0,0.0935
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9855,0,0.0145
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.8685,0,0.1315
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.118,0,0.882
5,2,0.977,0,0.023
5,3,1,0,0
5,4,1,0,0
6,1,0,0.014,0.986
6,2,0.214,0.0375,0.7485
6,3,0.946,0.051,0.003
6,4,0.949,0.051,0
7,1,0,0.889,0.111
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.9155,0.0845
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.999,0.001
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.7705,0.2295
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
