y,fzone,punt,kick,gofor
1,1,0.856,0,0.144
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.7925,0,0.2075
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.952,0,0.048
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7165,0,0.2835
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.03,0,0.97
5,2,0.91,0,0.09
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.0515,0.0355,0.913
6,3,0.938,0.0535,0.0085
6,4,0.9465,0.0535,0
7,1,0,0.818,0.182
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8005,0.1995
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9925,0.0075
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.5385,0.4615
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
