y,fzone,punt,kick,gofor
1,1,0.9925,0,0.0075
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9815,0,0.0185
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9975,0,0.0025
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.973,0,0.027
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.477,0,0.523
5,2,0.996,0,0.004
5,3,0.9975,0,0.0025
5,4,1,0,0
6,1,0.0105,0.0145,0.975
6,2,0.7325,0.0295,0.238
6,3,0.967,0.03,0.003
6,4,0.967,0.0305,0.0025
7,1,0,0.935,0.065
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.9645,0.0355
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9985,0.0015
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9235,0.0765
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
