y,fzone,punt,kick,gofor
1,1,0.672,0,0.328
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.5605,0,0.4395
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.8435,0,0.1565
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.425,0,0.575
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.003,0,0.997
5,2,0.621,0,0.379
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0115,0.9885
6,2,0.002,0.0345,0.9635
6,3,0.819,0.07,0.111
6,4,0.9295,0.0705,0
7,1,0,0.7145,0.2855
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.589,0.411
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.976,0.024
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.2955,0.7045
10,2,0,0.9945,0.0055
10,3,0,1,0
10,4,0,1,0
