y,fzone,punt,kick,gofor
1,1,0.234,0,0.766
1,2,0.981,0,0.019
1,3,1,0,0
1,4,1,0,0
2,1,0.1625,0,0.8375
2,2,0.982,0,0.018
2,3,1,0,0
2,4,1,0,0
3,1,0.4115,0,0.5885
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.049,0,0.951
4,2,0.9595,0,0.0405
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.073,0,0.927
5,3,0.994,0,0.006
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0,0.0295,0.9705
6,3,0.2855,0.086,0.6285
6,4,0.89,0.1055,0.0045
7,1,0,0.4405,0.5595
7,2,0,0.9955,0.0045
7,3,0,1,0
7,4,0,1,0
8,1,0,0.158,0.842
8,2,0,0.9895,0.0105
8,3,0,1,0
8,4,0,1,0
9,1,0,0.8275,0.1725
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0345,0.9655
10,2,0,0.894,0.106
10,3,0,0.9995,0.0005
10,4,0,1,0
